loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_accuracy,eval_f1_macro,eval_precision_against,eval_recall_against,eval_f1_against,eval_precision_favor,eval_recall_favor,eval_f1_favor,eval_precision_neither,eval_recall_neither,eval_f1_neither,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.6282199096679688,34.23756790161133,1.9178082191780822e-05,0.12461059190031153,100,,,,,,,,,,,,,,,,,,,,
1.1795342254638672,24.813642501831055,1.8347862183478623e-05,0.24922118380062305,200,,,,,,,,,,,,,,,,,,,,
1.1730494689941406,27.633922576904297,1.7517642175176423e-05,0.37383177570093457,300,,,,,,,,,,,,,,,,,,,,
1.1002987670898436,29.588912963867188,1.6687422166874224e-05,0.4984423676012461,400,,,,,,,,,,,,,,,,,,,,
1.0844705963134766,13.202461242675781,1.585720215857202e-05,0.6230529595015576,500,,,,,,,,,,,,,,,,,,,,
1.049750518798828,26.909982681274414,1.5026982150269822e-05,0.7476635514018691,600,,,,,,,,,,,,,,,,,,,,
0.9833110046386718,31.76715660095215,1.4196762141967622e-05,0.8722741433021807,700,,,,,,,,,,,,,,,,,,,,
0.9343304443359375,21.999277114868164,1.3366542133665424e-05,0.9968847352024922,800,,,,,,,,,,,,,,,,,,,,
,,,1.0,803,0.45592445135116577,0.8457943925233645,0.828584536063317,0.9015444015444015,0.8883956880152187,0.8949217502395401,0.7187079407806191,0.8356807511737089,0.7727930535455861,0.8543263964950711,0.7847082494969819,0.8180388044048243,16.4682,194.922,24.411,,,,,
0.7948194885253906,17.92588233947754,1.2536322125363223e-05,1.1208722741433021,900,,,,,,,,,,,,,,,,,,,,
0.8344181823730469,20.25543975830078,1.1706102117061022e-05,1.2454828660436137,1000,,,,,,,,,,,,,,,,,,,,
0.8076671600341797,17.03193473815918,1.0875882108758821e-05,1.3700934579439252,1100,,,,,,,,,,,,,,,,,,,,
0.8319019317626953,34.884063720703125,1.004566210045662e-05,1.4947040498442368,1200,,,,,,,,,,,,,,,,,,,,
0.8120311737060547,17.21735191345215,9.215442092154421e-06,1.6193146417445483,1300,,,,,,,,,,,,,,,,,,,,
0.7655694580078125,64.42140197753906,8.38522208385222e-06,1.7439252336448599,1400,,,,,,,,,,,,,,,,,,,,
0.7731987762451172,32.80802917480469,7.5550020755500205e-06,1.8685358255451714,1500,,,,,,,,,,,,,,,,,,,,
0.7922337341308594,33.49751663208008,6.724782067247821e-06,1.993146417445483,1600,,,,,,,,,,,,,,,,,,,,
,,,2.0,1606,0.42205050587654114,0.854828660436137,0.8399454900126515,0.9116492146596858,0.8833227647431833,0.8972624798711756,0.8035143769968051,0.7871674491392802,0.7952569169960474,0.803030303030303,0.8531187122736419,0.8273170731707317,16.5361,194.12,24.31,,,,,
0.6372842025756836,38.932701110839844,5.894562058945621e-06,2.1171339563862928,1700,,,,,,,,,,,,,,,,,,,,
0.6304937362670898,17.332651138305664,5.0643420506434204e-06,2.2417445482866043,1800,,,,,,,,,,,,,,,,,,,,
0.6073128890991211,30.87652587890625,4.234122042341221e-06,2.366355140186916,1900,,,,,,,,,,,,,,,,,,,,
0.6286796569824219,24.42087745666504,3.4039020340390204e-06,2.4909657320872274,2000,,,,,,,,,,,,,,,,,,,,
0.6466983795166016,46.748046875,2.5736820257368208e-06,2.615576323987539,2100,,,,,,,,,,,,,,,,,,,,
0.5596767425537109,11.608227729797363,1.7434620174346203e-06,2.7401869158878505,2200,,,,,,,,,,,,,,,,,,,,
0.5659274291992188,5.53532600402832,9.132420091324201e-07,2.864797507788162,2300,,,,,,,,,,,,,,,,,,,,
0.5450268936157227,67.39299774169922,8.302200083022002e-08,2.9894080996884735,2400,,,,,,,,,,,,,,,,,,,,
,,,3.0,2409,0.4628489315509796,0.854828660436137,0.8391932222679951,0.8877867327960323,0.9080532656943564,0.8978056426332288,0.7907692307692308,0.8043818466353677,0.7975174553917765,0.8426610348468849,0.8028169014084507,0.8222565687789799,16.8837,190.124,23.81,,,,,
,,,3.0,2409,,,,,,,,,,,,,,,,795.754,48.384,3.027,6775210590180732.0,0.8471593409467406
